ds,station,demand
2026-06-13,Kisumu Port,49715.92
2026-06-14,Kisumu Port,50760.03
2026-06-15,Kisumu Port,45641.04
2026-06-16,Kisumu Port,45129.81
2026-06-17,Kisumu Port,45386.43
2026-06-18,Kisumu Port,45157.39
2026-06-19,Kisumu Port,50524.58
2026-06-20,Kisumu Port,52408.38
2026-06-21,Kisumu Port,46577.88
2026-06-22,Kisumu Port,45117.15
2026-06-23,Kisumu Port,45696.64
2026-06-24,Kisumu Port,45852.87
2026-06-25,Kisumu Port,44875.18
2026-06-26,Kisumu Port,47665.1
2026-06-27,Kisumu Port,50651.09
2026-06-28,Kisumu Port,52650.11
2026-06-29,Kisumu Port,43137.88
2026-06-30,Kisumu Port,46574.44
2026-07-01,Kisumu Port,44841.33
2026-07-02,Kisumu Port,45209.97
2026-07-03,Kisumu Port,48565.98
2026-07-04,Kisumu Port,49584.42
2026-07-05,Kisumu Port,51922.01
2026-07-06,Kisumu Port,46072.91
2026-07-07,Kisumu Port,47712.4
2026-07-08,Kisumu Port,46897.37
2026-07-09,Kisumu Port,45818.27
2026-07-10,Kisumu Port,52481.41
2026-07-11,Kisumu Port,50586.52
2026-07-12,Kisumu Port,51130.99
2026-07-13,Kisumu Port,44696.04
2026-07-14,Kisumu Port,45203.44
2026-07-15,Kisumu Port,44087.95
2026-07-16,Kisumu Port,46501.99
2026-07-17,Kisumu Port,48165.11
2026-07-18,Kisumu Port,50973.48
2026-07-19,Kisumu Port,49557.52
2026-07-20,Kisumu Port,46703.98
2026-07-21,Kisumu Port,46084.12
2026-07-22,Kisumu Port,47610.26
2026-07-23,Kisumu Port,46026.69
2026-07-24,Kisumu Port,47496.68
2026-07-25,Kisumu Port,49650.24
2026-07-26,Kisumu Port,48045.41
2026-07-27,Kisumu Port,44173.44
2026-07-28,Kisumu Port,47082.82
2026-07-29,Kisumu Port,45811.82
2026-07-30,Kisumu Port,43874.68
2026-07-31,Kisumu Port,48209.0
2026-08-01,Kisumu Port,49703.83
2026-08-02,Kisumu Port,47892.91
2026-08-03,Kisumu Port,43866.73
2026-08-04,Kisumu Port,45271.15
2026-08-05,Kisumu Port,46474.49
2026-08-06,Kisumu Port,45676.74
2026-08-07,Kisumu Port,46290.25
2026-08-08,Kisumu Port,50017.89
2026-08-09,Kisumu Port,49673.54
2026-08-10,Kisumu Port,45356.36
2026-08-11,Kisumu Port,47078.57
2026-08-12,Kisumu Port,41771.38
2026-08-13,Kisumu Port,43882.82
2026-08-14,Kisumu Port,50376.83
2026-08-15,Kisumu Port,47240.71
2026-08-16,Kisumu Port,51636.22
2026-08-17,Kisumu Port,45234.31
2026-08-18,Kisumu Port,45916.36
2026-08-19,Kisumu Port,43868.91
2026-08-20,Kisumu Port,45857.08
2026-08-21,Kisumu Port,51018.44
2026-08-22,Kisumu Port,49810.18
2026-08-23,Kisumu Port,49807.77
2026-08-24,Kisumu Port,45055.35
2026-08-25,Kisumu Port,43419.09
2026-08-26,Kisumu Port,44446.53
2026-08-27,Kisumu Port,44436.45
2026-08-28,Kisumu Port,50005.72
2026-08-29,Kisumu Port,50891.37
2026-08-30,Kisumu Port,47925.77
2026-08-31,Kisumu Port,44468.94
2025-09-01,Eldoret Depot,36366.24
2025-09-02,Eldoret Depot,34591.07
2025-09-03,Eldoret Depot,36954.7
2025-09-04,Eldoret Depot,37206.35
2025-09-05,Eldoret Depot,37790.57
2025-09-06,Eldoret Depot,38648.63
2025-09-07,Eldoret Depot,40538.27
2025-09-08,Eldoret Depot,35554.54
2025-09-09,Eldoret Depot,35952.72
2025-09-10,Eldoret Depot,34852.24
2025-09-11,Eldoret Depot,37142.89
2025-09-12,Eldoret Depot,41413.06
2025-09-13,Eldoret Depot,40478.28
2025-09-14,Eldoret Depot,41884.29
2025-09-15,Eldoret Depot,36619.12
2025-09-16,Eldoret Depot,34873.89
2025-09-17,Eldoret Depot,36501.53
2025-09-18,Eldoret Depot,34756.15
2025-09-19,Eldoret Depot,41589.0
2025-09-20,Eldoret Depot,40371.6
2025-09-21,Eldoret Depot,40202.01
2025-09-22,Eldoret Depot,35156.21
2025-09-23,Eldoret Depot,37678.29
2025-09-24,Eldoret Depot,35870.53
2025-09-25,Eldoret Depot,35519.58
2025-09-26,Eldoret Depot,40031.1
2025-09-27,Eldoret Depot,41210.0
2025-09-28,Eldoret Depot,41001.66
2025-09-29,Eldoret Depot,36676.49
2025-09-30,Eldoret Depot,36713.27
2025-10-01,Eldoret Depot,38984.94
2025-10-02,Eldoret Depot,35635.37
2025-10-03,Eldoret Depot,39910.04
2025-10-04,Eldoret Depot,39526.87
2025-10-05,Eldoret Depot,41429.48
2025-10-06,Eldoret Depot,37722.46
2025-10-07,Eldoret Depot,36098.11
2025-10-08,Eldoret Depot,35156.31
2025-10-09,Eldoret Depot,35194.29
2025-10-10,Eldoret Depot,41559.15
2025-10-11,Eldoret Depot,41699.71
2025-10-12,Eldoret Depot,41454.31
2025-10-13,Eldoret Depot,35478.08
2025-10-14,Eldoret Depot,36682.69
2025-10-15,Eldoret Depot,36550.42
2025-10-16,Eldoret Depot,36705.7
2025-10-17,Eldoret Depot,41988.42
2025-10-18,Eldoret Depot,41154.86
2025-10-19,Eldoret Depot,41777.93
2025-10-20,Eldoret Depot,41543.47
2025-10-21,Eldoret Depot,36908.88
2025-10-22,Eldoret Depot,37383.97
2025-10-23,Eldoret Depot,34651.11
2025-10-24,Eldoret Depot,40576.93
2025-10-25,Eldoret Depot,40402.8
2025-10-26,Eldoret Depot,40205.61
2025-10-27,Eldoret Depot,36311.42
2025-10-28,Eldoret Depot,38674.05
2025-10-29,Eldoret Depot,35584.39
2025-10-30,Eldoret Depot,38032.41
2025-10-31,Eldoret Depot,38960.31
2025-11-01,Eldoret Depot,40767.49
2025-11-02,Eldoret Depot,41452.64
2025-11-03,Eldoret Depot,37640.3
2025-11-04,Eldoret Depot,37834.4
2025-11-05,Eldoret Depot,37972.29
2025-11-06,Eldoret Depot,36494.66
2025-11-07,Eldoret Depot,40774.97
2025-11-08,Eldoret Depot,42548.49
2025-11-09,Eldoret Depot,41194.52
2025-11-10,Eldoret Depot,35394.59
2025-11-11,Eldoret Depot,35614.39
2025-11-12,Eldoret Depot,35928.86
2025-11-13,Eldoret Depot,37831.37
2025-11-14,Eldoret Depot,41796.05
2025-11-15,Eldoret Depot,42552.78
2025-11-16,Eldoret Depot,41111.0
2025-11-17,Eldoret Depot,37518.22
2025-11-18,Eldoret Depot,38169.05
2025-11-19,Eldoret Depot,36969.58
2025-11-20,Eldoret Depot,38015.83
2025-11-21,Eldoret Depot,40974.43
2025-11-22,Eldoret Depot,41404.55
2025-11-23,Eldoret Depot,41415.79
2025-11-24,Eldoret Depot,35977.38
2025-11-25,Eldoret Depot,38235.19
2025-11-26,Eldoret Depot,37009.56
2025-11-27,Eldoret Depot,37682.72
2025-11-28,Eldoret Depot,42738.15
2025-11-29,Eldoret Depot,42730.58
2025-11-30,Eldoret Depot,43057.32
2025-12-01,Eldoret Depot,37687.11
2025-12-02,Eldoret Depot,37296.71
2025-12-03,Eldoret Depot,37788.81
2025-12-04,Eldoret Depot,35705.57
2025-12-05,Eldoret Depot,40461.69
2025-12-06,Eldoret Depot,40665.16
2025-12-07,Eldoret Depot,41134.21
2025-12-08,Eldoret Depot,38617.92
2025-12-09,Eldoret Depot,36934.82
2025-12-10,Eldoret Depot,37670.9
2025-12-11,Eldoret Depot,39925.25
2025-12-12,Eldoret Depot,48780.36
2025-12-13,Eldoret Depot,43664.67
2025-12-14,Eldoret Depot,41499.44
2025-12-15,Eldoret Depot,38101.45
2025-12-16,Eldoret Depot,37159.55
2025-12-17,Eldoret Depot,38007.13
2025-12-18,Eldoret Depot,39605.05
2025-12-19,Eldoret Depot,40657.08
2025-12-20,Eldoret Depot,43551.99
2025-12-21,Eldoret Depot,43333.86
2025-12-22,Eldoret Depot,47227.35
2025-12-23,Eldoret Depot,46144.5
2025-12-24,Eldoret Depot,48190.23
2025-12-25,Eldoret Depot,47437.88
2025-12-26,Eldoret Depot,52885.79
2025-12-27,Eldoret Depot,52649.39
2025-12-28,Eldoret Depot,54776.82
2025-12-29,Eldoret Depot,47988.47
2025-12-30,Eldoret Depot,46995.37
2025-12-31,Eldoret Depot,48625.01
2026-01-01,Eldoret Depot,47077.84
2026-01-02,Eldoret Depot,53023.55
2026-01-03,Eldoret Depot,44673.72
2026-01-04,Eldoret Depot,44084.38
2026-01-05,Eldoret Depot,41186.77
2026-01-06,Eldoret Depot,37727.89
2026-01-07,Eldoret Depot,38494.4
2026-01-08,Eldoret Depot,38157.53
2026-01-09,Eldoret Depot,43307.74
2026-01-10,Eldoret Depot,42046.67
2026-01-11,Eldoret Depot,44743.82
2026-01-12,Eldoret Depot,39253.51
2026-01-13,Eldoret Depot,37646.71
2026-01-14,Eldoret Depot,38288.83
2026-01-15,Eldoret Depot,40084.34
2026-01-16,Eldoret Depot,45217.81
2026-01-17,Eldoret Depot,46788.01
2026-01-18,Eldoret Depot,48039.33
2026-01-19,Eldoret Depot,40380.61
2026-01-20,Eldoret Depot,38567.8
2026-01-21,Eldoret Depot,37099.93
2026-01-22,Eldoret Depot,40307.67
2026-01-23,Eldoret Depot,43321.09
2026-01-24,Eldoret Depot,43885.6
2026-01-25,Eldoret Depot,43665.4
2026-01-26,Eldoret Depot,39926.82
2026-01-27,Eldoret Depot,41558.84
2026-01-28,Eldoret Depot,40397.92
2026-01-29,Eldoret Depot,40019.85
2026-01-30,Eldoret Depot,43300.59
2026-01-31,Eldoret Depot,42495.24
2026-02-01,Eldoret Depot,44101.81
2026-02-02,Eldoret Depot,40310.41
2026-02-03,Eldoret Depot,42752.46
2026-02-04,Eldoret Depot,40627.89
2026-02-05,Eldoret Depot,41789.99
2026-02-06,Eldoret Depot,44270.28
2026-02-07,Eldoret Depot,43401.5
2026-02-08,Eldoret Depot,43727.65
2026-02-09,Eldoret Depot,39679.99
2026-02-10,Eldoret Depot,43482.23
2026-02-11,Eldoret Depot,39623.48
2026-02-12,Eldoret Depot,41849.24
2026-02-13,Eldoret Depot,43984.97
2026-02-14,Eldoret Depot,46440.57
2026-02-15,Eldoret Depot,45752.76
2026-02-16,Eldoret Depot,40671.24
2026-02-17,Eldoret Depot,40857.21
2026-02-18,Eldoret Depot,40079.36
2026-02-19,Eldoret Depot,41564.8
2026-02-20,Eldoret Depot,44807.33
2026-02-21,Eldoret Depot,43821.67
2026-02-22,Eldoret Depot,43783.76
2026-02-23,Eldoret Depot,41329.24
2026-02-24,Eldoret Depot,43216.22
2026-02-25,Eldoret Depot,41373.01
2026-02-26,Eldoret Depot,41034.82
2026-02-27,Eldoret Depot,45997.9
2026-02-28,Eldoret Depot,47373.32
2026-03-01,Eldoret Depot,45967.35
2026-03-02,Eldoret Depot,40763.29
2026-03-03,Eldoret Depot,42793.54
2026-03-04,Eldoret Depot,41926.3
2026-03-05,Eldoret Depot,43414.2
2026-03-06,Eldoret Depot,46055.1
2026-03-07,Eldoret Depot,44222.73
2026-03-08,Eldoret Depot,44058.41
2026-03-09,Eldoret Depot,43668.5
2026-03-10,Eldoret Depot,43788.97
2026-03-11,Eldoret Depot,41300.77
2026-03-12,Eldoret Depot,41055.47
2026-03-13,Eldoret Depot,47913.47
2026-03-14,Eldoret Depot,44545.69
2026-03-15,Eldoret Depot,44848.11
2026-03-16,Eldoret Depot,42500.04
2026-03-17,Eldoret Depot,41151.19
2026-03-18,Eldoret Depot,41686.06
2026-03-19,Eldoret Depot,41497.36
2026-03-20,Eldoret Depot,46578.51
2026-03-21,Eldoret Depot,48010.11
2026-03-22,Eldoret Depot,46290.65
2026-03-23,Eldoret Depot,42639.45
2026-03-24,Eldoret Depot,39101.11
2026-03-25,Eldoret Depot,41760.43
2026-03-26,Eldoret Depot,40728.59
2026-03-27,Eldoret Depot,44649.25
2026-03-28,Eldoret Depot,45114.87
2026-03-29,Eldoret Depot,45848.45
2026-03-30,Eldoret Depot,43113.46
2026-03-31,Eldoret Depot,40168.11
2026-04-01,Eldoret Depot,41973.38
2026-04-02,Eldoret Depot,41307.35
2026-04-03,Eldoret Depot,53076.94
2026-04-04,Eldoret Depot,54845.64
2026-04-05,Eldoret Depot,54244.36
2026-04-06,Eldoret Depot,50910.97
2026-04-07,Eldoret Depot,41802.72
2026-04-08,Eldoret Depot,41098.61
2026-04-09,Eldoret Depot,41731.86
2026-04-10,Eldoret Depot,46757.06
2026-04-11,Eldoret Depot,46679.17
2026-04-12,Eldoret Depot,45023.36
2026-04-13,Eldoret Depot,42182.36
2026-04-14,Eldoret Depot,42371.87
2026-04-15,Eldoret Depot,45400.89
2026-04-16,Eldoret Depot,44562.0
2026-04-17,Eldoret Depot,45364.55
2026-04-18,Eldoret Depot,46117.28
2026-04-19,Eldoret Depot,44570.21
2026-04-20,Eldoret Depot,41327.09
2026-04-21,Eldoret Depot,42527.82
2026-04-22,Eldoret Depot,43706.89
2026-04-23,Eldoret Depot,41156.25
2026-04-24,Eldoret Depot,45658.19
2026-04-25,Eldoret Depot,43689.82
2026-04-26,Eldoret Depot,46311.65
2026-04-27,Eldoret Depot,40725.66
2026-04-28,Eldoret Depot,41430.43
2026-04-29,Eldoret Depot,40972.64
2026-04-30,Eldoret Depot,42006.04
2026-05-01,Eldoret Depot,48610.2
2026-05-02,Eldoret Depot,44593.41
2026-05-03,Eldoret Depot,49339.61
2026-05-04,Eldoret Depot,40428.28
2026-05-05,Eldoret Depot,40678.18
2026-05-06,Eldoret Depot,44548.52
2026-05-07,Eldoret Depot,45955.93
2026-05-08,Eldoret Depot,44971.82
2026-05-09,Eldoret Depot,46028.85
2026-05-10,Eldoret Depot,46962.06
2026-05-11,Eldoret Depot,44388.97
2026-05-12,Eldoret Depot,40799.94
2026-05-13,Eldoret Depot,41773.96
2026-05-14,Eldoret Depot,43118.57
2026-05-15,Eldoret Depot,47060.77
2026-05-16,Eldoret Depot,45984.4
2026-05-17,Eldoret Depot,46297.97
2026-05-18,Eldoret Depot,40253.1
2026-05-19,Eldoret Depot,41746.58
2026-05-20,Eldoret Depot,41702.01
2026-05-21,Eldoret Depot,42352.45
2026-05-22,Eldoret Depot,45704.98
2026-05-23,Eldoret Depot,47052.16
2026-05-24,Eldoret Depot,47757.92
2026-05-25,Eldoret Depot,42217.4
2026-05-26,Eldoret Depot,42467.37
2026-05-27,Eldoret Depot,42063.73
2026-05-28,Eldoret Depot,41983.92
2026-05-29,Eldoret Depot,45421.32
2026-05-30,Eldoret Depot,46781.25
2026-05-31,Eldoret Depot,46224.5
2026-06-01,Eldoret Depot,50205.09
2026-06-02,Eldoret Depot,44007.87
2026-06-03,Eldoret Depot,42429.07
2026-06-04,Eldoret Depot,40900.99
2026-06-05,Eldoret Depot,44828.09
2026-06-06,Eldoret Depot,47856.82
2026-06-07,Eldoret Depot,46619.16
2026-06-08,Eldoret Depot,42493.75
2026-06-09,Eldoret Depot,39544.53
2026-06-10,Eldoret Depot,43058.85
2026-06-11,Eldoret Depot,42421.54
2026-06-12,Eldoret Depot,44742.83
2026-06-13,Eldoret Depot,45572.93
2026-06-14,Eldoret Depot,46530.03
2026-06-15,Eldoret Depot,41837.62
2026-06-16,Eldoret Depot,41369.0
2026-06-17,Eldoret Depot,41604.23
2026-06-18,Eldoret Depot,41394.27
2026-06-19,Eldoret Depot,46314.2
2026-06-20,Eldoret Depot,48041.02
2026-06-21,Eldoret Depot,42696.39
2026-06-22,Eldoret Depot,41357.38
2026-06-23,Eldoret Depot,41888.59
2026-06-24,Eldoret Depot,42031.79
2026-06-25,Eldoret Depot,41135.58
2026-06-26,Eldoret Depot,43693.01
2026-06-27,Eldoret Depot,46430.16
2026-06-28,Eldoret Depot,48262.6
2026-06-29,Eldoret Depot,39543.06
2026-06-30,Eldoret Depot,42693.24
2026-07-01,Eldoret Depot,41104.55
2026-07-02,Eldoret Depot,41442.47
2026-07-03,Eldoret Depot,44518.81
2026-07-04,Eldoret Depot,45452.39
2026-07-05,Eldoret Depot,47595.18
2026-07-06,Eldoret Depot,42233.5
2026-07-07,Eldoret Depot,43736.37
2026-07-08,Eldoret Depot,42989.26
2026-07-09,Eldoret Depot,42000.08
2026-07-10,Eldoret Depot,48107.96
2026-07-11,Eldoret Depot,46370.98
2026-07-12,Eldoret Depot,46870.08
2026-07-13,Eldoret Depot,40971.37
2026-07-14,Eldoret Depot,41436.49
2026-07-15,Eldoret Depot,40413.96
2026-07-16,Eldoret Depot,42626.83
2026-07-17,Eldoret Depot,44151.35
2026-07-18,Eldoret Depot,46725.69
2026-07-19,Eldoret Depot,45427.73
2026-07-20,Eldoret Depot,42811.98
2026-07-21,Eldoret Depot,42243.78
2026-07-22,Eldoret Depot,43642.74
2026-07-23,Eldoret Depot,42191.14
2026-07-24,Eldoret Depot,43538.62
2026-07-25,Eldoret Depot,45512.72
2026-07-26,Eldoret Depot,44041.63
2026-07-27,Eldoret Depot,40492.32
2026-07-28,Eldoret Depot,43159.25
2026-07-29,Eldoret Depot,41994.17
2026-07-30,Eldoret Depot,40218.45
2026-07-31,Eldoret Depot,44191.58
2026-08-01,Eldoret Depot,45561.84
2026-08-02,Eldoret Depot,43901.84
2026-08-03,Eldoret Depot,40211.17
2026-08-04,Eldoret Depot,41498.56
2026-08-05,Eldoret Depot,42601.62
2026-08-06,Eldoret Depot,41870.34
2026-08-07,Eldoret Depot,42432.73
2026-08-08,Eldoret Depot,45849.73
2026-08-09,Eldoret Depot,45534.08
2026-08-10,Eldoret Depot,41576.66
2026-08-11,Eldoret Depot,43155.36
2026-08-12,Eldoret Depot,38290.43
2026-08-13,Eldoret Depot,40225.92
2026-08-14,Eldoret Depot,46178.76
2026-08-15,Eldoret Depot,43303.98
2026-08-16,Eldoret Depot,47333.2
2026-08-17,Eldoret Depot,41464.78
2026-08-18,Eldoret Depot,42090.0
2026-08-19,Eldoret Depot,40213.17
2026-08-20,Eldoret Depot,42035.65
2026-08-21,Eldoret Depot,46766.9
2026-08-22,Eldoret Depot,45659.33
2026-08-23,Eldoret Depot,45657.13
2026-08-24,Eldoret Depot,41300.74
2026-08-25,Eldoret Depot,39800.83
2026-08-26,Eldoret Depot,40742.66
2026-08-27,Eldoret Depot,40733.41
2026-08-28,Eldoret Depot,45838.57
2026-08-29,Eldoret Depot,46650.42
2026-08-30,Eldoret Depot,43931.95
2026-08-31,Eldoret Depot,40763.2
2025-09-01,Thika Highway,29754.2
2025-09-02,Thika Highway,28301.78
2025-09-03,Thika Highway,30235.67
2025-09-04,Thika Highway,30441.56
2025-09-05,Thika Highway,30919.55
2025-09-06,Thika Highway,31621.6
2025-09-07,Thika Highway,33167.67
2025-09-08,Thika Highway,29090.08
2025-09-09,Thika Highway,29415.86
2025-09-10,Thika Highway,28515.47
2025-09-11,Thika Highway,30389.64
2025-09-12,Thika Highway,33883.41
2025-09-13,Thika Highway,33118.59
2025-09-14,Thika Highway,34268.96
2025-09-15,Thika Highway,29961.1
2025-09-16,Thika Highway,28533.19
2025-09-17,Thika Highway,29864.89
2025-09-18,Thika Highway,28436.85
2025-09-19,Thika Highway,34027.37
2025-09-20,Thika Highway,33031.31
2025-09-21,Thika Highway,32892.55
2025-09-22,Thika Highway,28764.17
2025-09-23,Thika Highway,30827.69
2025-09-24,Thika Highway,29348.62
2025-09-25,Thika Highway,29061.47
2025-09-26,Thika Highway,32752.72
2025-09-27,Thika Highway,33717.28
2025-09-28,Thika Highway,33546.82
2025-09-29,Thika Highway,30008.04
2025-09-30,Thika Highway,30038.13
2025-10-01,Thika Highway,31896.77
2025-10-02,Thika Highway,29156.21
2025-10-03,Thika Highway,32653.67
2025-10-04,Thika Highway,32340.17
2025-10-05,Thika Highway,33896.85
2025-10-06,Thika Highway,30863.83
2025-10-07,Thika Highway,29534.82
2025-10-08,Thika Highway,28764.26
2025-10-09,Thika Highway,28795.33
2025-10-10,Thika Highway,34002.94
2025-10-11,Thika Highway,34117.94
2025-10-12,Thika Highway,33917.16
2025-10-13,Thika Highway,29027.52
2025-10-14,Thika Highway,30013.11
2025-10-15,Thika Highway,29904.89
2025-10-16,Thika Highway,30031.94
2025-10-17,Thika Highway,34354.16
2025-10-18,Thika Highway,33672.16
2025-10-19,Thika Highway,34181.94
2025-10-20,Thika Highway,33990.11
2025-10-21,Thika Highway,30198.17
2025-10-22,Thika Highway,30586.89
2025-10-23,Thika Highway,28350.91
2025-10-24,Thika Highway,33199.31
2025-10-25,Thika Highway,33056.83
2025-10-26,Thika Highway,32895.5
2025-10-27,Thika Highway,29709.35
2025-10-28,Thika Highway,31642.41
2025-10-29,Thika Highway,29114.5
2025-10-30,Thika Highway,31117.43
2025-10-31,Thika Highway,31876.62
2025-11-01,Thika Highway,33355.22
2025-11-02,Thika Highway,33915.8
2025-11-03,Thika Highway,30796.61
2025-11-04,Thika Highway,30955.42
2025-11-05,Thika Highway,31068.24
2025-11-06,Thika Highway,29859.27
2025-11-07,Thika Highway,33361.34
2025-11-08,Thika Highway,34812.4
2025-11-09,Thika Highway,33704.6
2025-11-10,Thika Highway,28959.21
2025-11-11,Thika Highway,29139.05
2025-11-12,Thika Highway,29396.34
2025-11-13,Thika Highway,30952.94
2025-11-14,Thika Highway,34196.77
2025-11-15,Thika Highway,34815.91
2025-11-16,Thika Highway,33636.27
2025-11-17,Thika Highway,30696.73
2025-11-18,Thika Highway,31229.22
2025-11-19,Thika Highway,30247.84
2025-11-20,Thika Highway,31103.86
2025-11-21,Thika Highway,33524.54
2025-11-22,Thika Highway,33876.45
2025-11-23,Thika Highway,33885.65
2025-11-24,Thika Highway,29436.04
2025-11-25,Thika Highway,31283.34
2025-11-26,Thika Highway,30280.55
2025-11-27,Thika Highway,30831.32
2025-11-28,Thika Highway,34967.57
2025-11-29,Thika Highway,34961.38
2025-11-30,Thika Highway,35228.72
2025-12-01,Thika Highway,30834.91
2025-12-02,Thika Highway,30515.49
2025-12-03,Thika Highway,30918.12
2025-12-04,Thika Highway,29213.65
2025-12-05,Thika Highway,33105.02
2025-12-06,Thika Highway,33271.49
2025-12-07,Thika Highway,33655.26
2025-12-08,Thika Highway,31596.48
2025-12-09,Thika Highway,30219.4
2025-12-10,Thika Highway,30821.64
2025-12-11,Thika Highway,32666.11
2025-12-12,Thika Highway,39911.2
2025-12-13,Thika Highway,35725.64
2025-12-14,Thika Highway,33954.09
2025-12-15,Thika Highway,31173.91
2025-12-16,Thika Highway,30403.27
2025-12-17,Thika Highway,31096.74
2025-12-18,Thika Highway,32404.13
2025-12-19,Thika Highway,33264.88
2025-12-20,Thika Highway,35633.44
2025-12-21,Thika Highway,35454.98
2025-12-22,Thika Highway,38640.56
2025-12-23,Thika Highway,37754.59
2025-12-24,Thika Highway,39428.37
2025-12-25,Thika Highway,38812.81
2025-12-26,Thika Highway,43270.19
2025-12-27,Thika Highway,43076.77
2025-12-28,Thika Highway,44817.4
2025-12-29,Thika Highway,39263.29
2025-12-30,Thika Highway,38450.76
2025-12-31,Thika Highway,39784.1
2026-01-01,Thika Highway,38518.24
2026-01-02,Thika Highway,43382.9
2026-01-03,Thika Highway,36551.23
2026-01-04,Thika Highway,36069.04
2026-01-05,Thika Highway,33698.26
2026-01-06,Thika Highway,30868.28
2026-01-07,Thika Highway,31495.41
2026-01-08,Thika Highway,31219.8
2026-01-09,Thika Highway,35433.61
2026-01-10,Thika Highway,34401.82
2026-01-11,Thika Highway,36608.58
2026-01-12,Thika Highway,32116.51
2026-01-13,Thika Highway,30801.86
2026-01-14,Thika Highway,31327.23
2026-01-15,Thika Highway,32796.28
2026-01-16,Thika Highway,36996.39
2026-01-17,Thika Highway,38281.1
2026-01-18,Thika Highway,39304.91
2026-01-19,Thika Highway,33038.68
2026-01-20,Thika Highway,31555.47
2026-01-21,Thika Highway,30354.49
2026-01-22,Thika Highway,32979.0
2026-01-23,Thika Highway,35444.53
2026-01-24,Thika Highway,35906.4
2026-01-25,Thika Highway,35726.24
2026-01-26,Thika Highway,32667.4
2026-01-27,Thika Highway,34002.69
2026-01-28,Thika Highway,33052.84
2026-01-29,Thika Highway,32743.52
2026-01-30,Thika Highway,35427.76
2026-01-31,Thika Highway,34768.83
2026-02-01,Thika Highway,36083.3
2026-02-02,Thika Highway,32981.24
2026-02-03,Thika Highway,34979.29
2026-02-04,Thika Highway,33241.0
2026-02-05,Thika Highway,34191.81
2026-02-06,Thika Highway,36221.14
2026-02-07,Thika Highway,35510.32
2026-02-08,Thika Highway,35777.17
2026-02-09,Thika Highway,32465.44
2026-02-10,Thika Highway,35576.37
2026-02-11,Thika Highway,32419.21
2026-02-12,Thika Highway,34240.29
2026-02-13,Thika Highway,35987.7
2026-02-14,Thika Highway,37996.83
2026-02-15,Thika Highway,37434.07
2026-02-16,Thika Highway,33276.46
2026-02-17,Thika Highway,33428.63
2026-02-18,Thika Highway,32792.21
2026-02-19,Thika Highway,34007.56
2026-02-20,Thika Highway,36660.55
2026-02-21,Thika Highway,35854.09
2026-02-22,Thika Highway,35823.08
2026-02-23,Thika Highway,33814.83
2026-02-24,Thika Highway,35358.73
2026-02-25,Thika Highway,33850.64
2026-02-26,Thika Highway,33573.94
2026-02-27,Thika Highway,37634.65
2026-02-28,Thika Highway,38759.99
2026-03-01,Thika Highway,37609.65
2026-03-02,Thika Highway,33351.78
2026-03-03,Thika Highway,35012.9
2026-03-04,Thika Highway,34303.33
2026-03-05,Thika Highway,35520.71
2026-03-06,Thika Highway,37681.45
2026-03-07,Thika Highway,36182.23
2026-03-08,Thika Highway,36047.79
2026-03-09,Thika Highway,35728.78
2026-03-10,Thika Highway,35827.34
2026-03-11,Thika Highway,33791.54
2026-03-12,Thika Highway,33590.84
2026-03-13,Thika Highway,39201.93
2026-03-14,Thika Highway,36446.47
2026-03-15,Thika Highway,36693.91
2026-03-16,Thika Highway,34772.76
2026-03-17,Thika Highway,33669.16
2026-03-18,Thika Highway,34106.78
2026-03-19,Thika Highway,33952.38
2026-03-20,Thika Highway,38109.69
2026-03-21,Thika Highway,39281.0
2026-03-22,Thika Highway,37874.17
2026-03-23,Thika Highway,34886.82
2026-03-24,Thika Highway,31991.82
2026-03-25,Thika Highway,34167.62
2026-03-26,Thika Highway,33323.39
2026-03-27,Thika Highway,36531.21
2026-03-28,Thika Highway,36912.17
2026-03-29,Thika Highway,37512.37
2026-03-30,Thika Highway,35274.64
2026-03-31,Thika Highway,32864.82
2026-04-01,Thika Highway,34341.85
2026-04-02,Thika Highway,33796.92
2026-04-03,Thika Highway,43426.59
2026-04-04,Thika Highway,44873.71
2026-04-05,Thika Highway,44381.75
2026-04-06,Thika Highway,41654.43
2026-04-07,Thika Highway,34202.23
2026-04-08,Thika Highway,33626.13
2026-04-09,Thika Highway,34144.25
2026-04-10,Thika Highway,38255.78
2026-04-11,Thika Highway,38192.05
2026-04-12,Thika Highway,36837.29
2026-04-13,Thika Highway,34512.84
2026-04-14,Thika Highway,34667.89
2026-04-15,Thika Highway,37146.18
2026-04-16,Thika Highway,36459.82
2026-04-17,Thika Highway,37116.45
2026-04-18,Thika Highway,37732.32
2026-04-19,Thika Highway,36466.54
2026-04-20,Thika Highway,33813.07
2026-04-21,Thika Highway,34795.49
2026-04-22,Thika Highway,35760.18
2026-04-23,Thika Highway,33673.29
2026-04-24,Thika Highway,37356.7
2026-04-25,Thika Highway,35746.22
2026-04-26,Thika Highway,37891.35
2026-04-27,Thika Highway,33321.0
2026-04-28,Thika Highway,33897.62
2026-04-29,Thika Highway,33523.07
2026-04-30,Thika Highway,34368.57
2026-05-01,Thika Highway,39771.98
2026-05-02,Thika Highway,36485.52
2026-05-03,Thika Highway,40368.77
2026-05-04,Thika Highway,33077.68
2026-05-05,Thika Highway,33282.15
2026-05-06,Thika Highway,36448.79
